"","DMD_1_H","DMD_2_H","DMD_3_H","DMD_4_H","DMD_5_H","DMD_6_H","DMD_7_H","DMD_8_H","DMD_9_H","DMD_10_H","DMD_11_H","DMD_12_H","NOR_1_H","NOR_2_H","NOR_3_H","NOR_4_H","NOR_5_H","NOR_6_H","NOR_7_H","NOR_8_H","NOR_9_H","NOR_10_H","NOR_11_H","NOR_12_H"
"ENSG00000168393",1040.2,419.8,1240.1,1025.8,946.8,887.7,1125.7,1088.2,1311.1,1508.2,1125.4,765.2,895.8,815.9,727.1,1007.6,716.9,918.8,706.9,267.6,611.9,919.3,893.8,26.7
"ENSG00000168575",2017.45,3625.3,2936.6,4424,3126.7,3623.7,2723.2,4234.9,2472.4,2174.55,3069.45,4499.65,4226.8,4042.05,3457.65,3454.05,3088.25,4225.5,4742.25,5468.75,2841.55,3754.7,3856.2,226.85
"ENSG00000144136",1784.6,1140.9,985.8,1837.5,2227.7,1494.4,1208.7,1627.3,1600.8,2291.7,1431.1,977.5,848.7,410.1,822.9,712.1,376.7,1336.7,794.6,1059.4,358.1,1273.7,262.4,39.3
"ENSG00000120063",231.75,360.2,215.25,79.2,268.75,384.7,224.75,338.5,38.25,116.45,247.9,129.75,880.85,244.3,53.5,830,785.6,275.85,253.3,416.95,80.1,320.15,570.2,8.75
"ENSG00000186868",71.3,201.6,370.1,120,145.5,266.5,253,577.3,200.3,172.2,413.5,331.5,632.1,429.1,276.4,389.6,620.7,395.6,153.7,289.4,289.3,522.2,418.9,39
"ENSG00000083457",845.8,1241.4,1409.6,1466.7,1224.9,1492.5,927.9,1921.2,1766.6,1037.9,1167.5,1548.7,963,671.1,1164.9,727.9,649.4,1466.8,669,849.5,963.1,1553.7,1324.8,38.2
"ENSG00000176136",583.6,709.4,796.6,711.9,422.7,516.8,826.9,529.1,689.8,474.6,556.6,718.3,807.6,695.1,519.7,530.3,667.6,643,459.7,464.8,776.4,759,618.1,29
"ENSG00000066468",111.05,134.5,80.5,130.65,50.85,113.9,223.1,119.85,186.15,205.9,145.55,305.95,124.6,113.5,146.45,158.8,104.9,106.1,197.1,77.05,106.15,161,119.6,7.8
"ENSG00000010610",663.45,398.95,119.15,397.3,170.25,234.2,670.1,245.1,338.45,159.75,415.45,326.6,296.3,278.4,262.05,293.8,307.85,349.35,225.2,145.15,313.5,255.25,226.75,6.7
"ENSG00000175745",395.95,109.75,568.95,181.1,90.85,223.85,407.75,223.2,368.95,128.25,161.6,415.25,214.15,177.45,131.25,75.35,279.35,219.45,198.25,90.6,405.6,426.65,184.1,15.4
"ENSG00000157168",81.9,256.9,166.2,245,116.6,85.8,302.2,222.1,478.7,273.5,211.6,197.2,267.9,61.1,54.9,159.3,215,173.2,121.1,167.2,268.4,308.5,413.3,9.7
"ENSG00000112561",76.1,54.3,37,20.5,31.3,33.6,67.1,65,53.3,27.1,91.9,97.6,166.2,20.5,55,497.3,40.4,115.1,42.6,174.3,41.3,49.7,98.6,2.6
"ENSG00000132334",240.2,293.2,279.95,254.1,245.45,358.75,247.7,217.55,290.1,214.25,192,137,243.25,280.15,260.35,214.55,207.2,102.4,222.2,207.85,222.4,333.6,150.45,7.7
"ENSG00000116251",13529.25,18568.5,15386.6,16280.4,13481.15,17146.15,18463.55,15193.65,10558.15,11376.05,18531.75,17323.85,14994.5,18423.5,19270.75,20245.25,19775.3,19597.25,18710.65,18568.7,16742.1,20232.35,21383.1,558.55
"ENSG00000104827",61.1,82.2,30.8,32.3,38.4,330.7,203.4,94.6,447.5,28,30.1,289.9,95.6,54.4,148,32.4,9.1,33.1,299.9,126.6,18.7,66.4,396.9,15.3
"ENSG00000134001",1107.85,885.4,1264.5,1465.4,1576.45,1339.35,1084.15,1638.25,1183.7,1456.25,914.15,1506.55,1257.65,1731.95,1233.55,1309.6,2146.95,1212.25,1576.4,1071.05,963.2,1274.45,1524.05,42.6
"ENSG00000185591",514.4,136.1,371.4,172.7,56.1,379,509.2,216.2,361.1,232.3,234.8,107.6,573.8,327.3,218.3,450.4,420.7,123.9,253.6,308.6,351.2,250.6,347.4,2.6
"ENSG00000142166",226.2,120.5,250.6,443,302.4,357,311,182.7,315.9,429.2,356.9,297.8,194.7,327.8,29.5,249.6,483,249.4,215.5,91.9,243.1,321.5,67.6,12.7
"ENSG00000160014",3136.3,1872.9,2341.7,2061.9,1966,1772.3,4541.4,2889.3,3531,2358.9,2164.4,3701.3,6672.8,3387.6,4216.8,3080.9,3287.3,6260.5,2559.8,6738.6,4947.3,3295.9,3523.8,93.4
"ENSG00000104432",124.15,209.6,218.8,104.7,121.15,98.8,118.1,54.1,64.3,152.8,136.15,112.35,108.9,65.4,40.6,20.85,8.4,61.25,63.4,71.25,89.85,18.4,142.35,4.55
"ENSG00000137801",674.35,353.1,302.95,292,168.8,307,362.35,484,581.3,343.05,534.6,313.45,159.1,122.05,304.75,131.25,117.3,163.3,329.7,278.35,126.85,83,556.1,5.55
"ENSG00000179091",11096.55,14416.2,13931.7,18630.25,21558.85,13403.9,14998.05,14794.15,9638.7,9377.7,17796.55,14981.6,21847.2,12885.35,23496.9,22714.8,11129.2,21585.6,15231.8,25074.7,26750.85,14722.3,16340,893
"ENSG00000096384",24884.9,32612.65,20560.4,27534.55,24595.25,27085.9,27866.6,40266.05,27570.15,23703.75,26151.15,24709.15,38701.85,31098.95,36738.5,34399.15,34966.85,31121.05,42075.35,50484.15,30996.7,26702.8,30235.75,1075.05
"ENSG00000204590",1242.55,412.4,345.9,415.6,323.2,646.65,806.9,624.7,972.45,547,648.75,808.6,500.1,501.4,589.1,492.75,364.55,608.4,695.3,802.6,522.85,619.35,630.85,29.05
"ENSG00000051382",501.45,646.5,466.4,402.65,345.35,432.2,501.4,422.55,438.45,365.6,368.9,401.55,1128.9,573.3,556.7,604.15,1133.7,592.1,676.35,683.8,691.65,899.1,639,32.7
"ENSG00000072401",2228.9,7212.2,4200.8,4439.5,4915.7,5921.9,3984.8,3626.4,2354.5,4900.4,6123.05,4032.95,10690.85,14201.45,10273.3,14645.1,13851.65,12143.65,13120.25,8622.5,12249,8659.25,9263.9,318.6
"ENSG00000150782",297.6,314.8,199.5,278,275.2,315.4,219.5,679.8,472.6,271.4,69,282.4,207.7,55.3,118.5,417.4,236.7,343.1,135.1,22.1,267,294.3,374.1,10
"ENSG00000175166",7269.5,6836.7,6610.8,7406.2,9342.7,6800.3,7616.1,9063.1,5729.8,5160.1,5967.6,8020.2,9976.8,9037.6,9927.4,7800.8,10787.6,9777,9515.9,14072.6,10997.7,8598.6,7782,274.1
"ENSG00000102996",2355.2,2073.3,1830.9,2295.65,1122.35,1372.6,2172.8,1512.05,1877.3,1492.45,1307.05,1974.4,2596.85,1861.3,1730.4,2126.3,1623.85,2166.1,1835.2,2510.95,2829.75,1852.55,1814.75,33.65
"ENSG00000255622",236.1,388.8,430.3,439.6,111.9,267.5,248.8,30.8,291.7,272.7,221.1,294.2,116.4,333.8,407.7,384.6,195,309.1,322.2,308.3,239.3,248.3,509.9,10.6
"ENSG00000253846",1251.6,979.5,925.5,659.9,472.2,552.4,678.8,397.7,1136.3,182.7,553.6,793.7,1365.4,699.9,896.2,897.2,1157.6,923.8,1038.1,833.3,865.7,735.5,1484.4,36.5
"ENSG00000114302",300.65,192.8,188.1,147.65,162.45,325.3,590.1,325.3,120.95,116.05,480.45,331.65,1032.85,220.15,167.9,1243.15,529.55,311.55,291.65,484.4,305.3,306.95,620.45,22.4
"ENSG00000184371",7772.45,4896.65,5818.8,6368.25,3954.4,5243.1,10244.1,4416.7,6549.8,5813.05,5272.9,6965.55,5771.4,7871.15,5238.65,5284.5,7763.35,5692.45,5078.1,5556.8,7003.25,6571,6759.8,172.6
"ENSG00000143190",1100.65,971.5,1163,1160.85,1249.85,1087.4,1014.85,1068.3,1168.45,853.5,1092.85,1167.25,1050.3,1154.3,1050.3,1287.1,1017.2,1004.55,1304.9,1084.25,1200.95,1503.8,1122.75,20.3
"ENSG00000214655",558.65,250.15,165.9,381.45,171.9,155.15,103.4,210.75,242.75,229.3,203.7,205.65,192.9,126.55,256.85,180.65,207.85,206.4,148.2,292.3,158.15,188.1,199.4,12.25
"ENSG00000130066",7083.35,3554.2,2829.9,3352.25,5580.8,3321.7,3548,3824.65,5158.4,5204.5,2895.25,1977.1,924.35,1766.2,1930.1,1573.15,1669.1,1107.75,2078.8,2573.45,1444.25,1626.05,1391.85,69.15
"ENSG00000172680",48.8,29.2,45.3,82.9,32.6,29.1,36.8,30.1,80,31.4,92.6,270.8,55.8,219.9,45.5,38.4,58,240.1,23.9,43.7,45.3,47.3,79.5,2.1
"ENSG00000138115",85.85,208.2,193.55,110.5,20.65,158.45,155.55,122.25,119.5,143.95,19.45,209.7,148.3,84.8,141.55,107.95,83.05,136.65,40.65,192.35,36.2,166.55,152.45,5.9
"ENSG00000228716",230.9,228.8,29.6,327.4,501.6,657.2,303.1,169.8,290.6,78.9,188.4,312.3,101.2,248.7,267,253.4,311.1,328.8,377.7,110,143.6,174.1,173,10.1
"ENSG00000109971",26504.1,33318.85,35162.5,29971.25,28692.95,32732.45,38262.6,44632.65,40536.4,28874,33113.65,38170.05,33561.1,33432.95,52580,29645.8,30191.1,37169,36182.2,23258.65,30670.85,43348.25,36495.1,1213.65
"ENSG00000173110",689.2,698.35,631.55,281.85,423.5,258.5,363.65,662.1,513.3,706.3,337.5,315.05,114.85,217.35,282.7,455.15,283.3,347.8,164.9,417.3,301.35,383.05,239.85,8.9
"ENSG00000115896",220.9,465.9,407,422.5,533.7,330.2,668.5,502.1,561.7,605.3,428.4,381.7,1872,750.8,1243,871.3,515.2,1075.2,755.5,895.9,925.7,941.3,1247.7,22
"ENSG00000102970",137.4,168.9,26.1,13,100.9,113.1,56.6,202.8,57.5,71,59.6,49.1,58.1,64.6,28.3,17.3,104.4,21.8,175.2,216.1,42.4,31.8,405.1,1.5
"ENSG00000100911",5872.45,5471.65,5799.8,4529.8,4470.85,5229.85,4576.35,4910.05,4280.85,3658.65,4292.9,5197.45,3442.15,3706.45,3710.25,3626.1,2949,4491.45,4826.6,4806.15,6391.8,2037.45,2584.7,130.05
"ENSG00000185291",205.6,550.4,249.9,189.5,296.8,785.1,1674,703.7,777.9,647.5,1042.5,280.4,368.8,1164.3,175,459.6,231.2,166.6,485.3,269.9,209,244.1,579.4,13.6
"ENSG00000266524",241.35,50.45,256.75,146.35,150.7,335.6,36.5,179.85,182,171.25,161,102.2,204.95,132.9,248.05,118.8,188.6,77,172.65,79.65,156.5,686.5,205.95,18.1
"ENSG00000005156",607.6,622.1,378,838.4,573.5,653.7,172.7,673.4,780,373.5,565.8,202,293.7,715.7,495.9,681.3,693.6,212.1,644.3,428.5,295.5,718.3,439.1,9.1
"ENSG00000132964",1053.2,936.85,882.25,873.5,1245.9,1111.25,1031,1189.65,767.6,795.35,1140.3,613.9,1307.6,1192.95,928.6,1467.75,763.25,1158.6,1115,1142.75,1009.55,963.3,968.5,44.6
"ENSG00000137825",246.8,75.5,200.7,92.2,29.5,100.1,121.4,116.4,219.5,69.1,91.2,179.3,133.2,256.4,363.9,154.3,141.2,289.5,83.4,150.3,132.2,104.8,198.3,4.2
"ENSG00000151490",276.55,236.95,127.75,93.6,68.75,103.05,49.15,37.25,78.7,189.8,138.3,296.65,231.3,165.7,162,162.65,41.9,160.1,127,46,94.1,181.25,264.75,6.2
"ENSG00000108671",3481.6,4017.5,3572,2052.2,2664.5,3825,4354.2,4445.2,3092.2,2645,3890.8,3443,5661.2,5952.8,6532.4,5090.7,11829.8,6368.6,8500.5,9312.7,4141.6,4271.3,3606.6,125.1
"ENSG00000197170",2226.1,3453.7,4450.2,4050.3,2698.7,4715.8,3494.8,3506.7,3246.4,3998.9,3490,4139.3,6548.2,7165,5416.7,5360.5,6416.3,6421.2,6211.9,2617.5,6689,7183.1,6263,230.6
"ENSG00000114062",781.7,1213.2,1288.4,1615.6,1687.85,1248.25,1045.55,1612.1,1234.55,1557,1357.95,1344.45,1402.55,1354.45,1703.9,1423.6,1690.3,1479.5,1883.8,1303.4,1117.6,1756,1666.6,44.95
"ENSG00000119185",677.1,1098.6,1998,1378.95,1358.85,1411.9,815.5,1333.05,1225.5,1515.2,882.15,1022.25,737.65,1236.95,1089.2,1125.2,1247.15,1223.75,866.6,619.15,1246.75,1408.6,1036.65,36.6
"ENSG00000180198",618,838.35,605.4,806.35,525.2,816.45,794.2,961.7,623.75,350.1,713.2,551.7,538.45,627.1,745.8,746.7,786.35,905.05,792.3,742.25,946.8,532.8,390.9,27.2
"ENSG00000163017",663,412.1,351.9,731.5,345.3,695.9,683.9,580.9,593.4,442.3,370.4,432.1,549.8,471.1,437.3,408.5,241.6,348.6,528.7,479,549.8,471.3,663.1,75.9
"ENSG00000136160",251.4,132.7,152.2,94.5,235.2,108.9,103.1,102.8,87.3,226.1,144.6,99.7,202.2,209.9,187.5,157.4,295.4,132.4,124.2,130.9,172.6,189.4,50.1,5.7
"ENSG00000161960",3387.35,2539.7,1564.95,1793.65,2641.35,2855.55,2709,2795.05,2386.8,2667.85,2143.8,2103.05,1339.25,1495.85,931.65,1675.75,2478.7,1667.6,1646.85,1782.8,1294.05,1424.4,1269.35,43.25
"ENSG00000074047",185.2,165.2,70.1,125.4,116,76.45,118.05,63.25,319.4,74.6,72,157.5,165.65,110.7,208.85,94.15,74.8,154.55,108.7,215,170.7,67.3,68.4,5.75
"ENSG00000134594",188.4,213.45,460.5,272,144.75,253.45,358.1,276,263.45,196.25,143.1,258,380.2,252.45,303.5,357.95,346.55,322.1,424.25,164,235.85,235.35,193.9,9.6
"ENSG00000122641",182.5,358.35,174.3,100.05,96.85,173,147.8,129.3,282.25,226.65,142.55,293.05,113.25,98.6,380.25,218.9,188.75,156.3,105.5,184.25,178.8,307.85,245.35,9.6
"ENSG00000058866",47.6,118.25,185.3,84.25,50.05,154.7,120.25,90.65,197.05,152.1,101.9,175.5,190.55,119.25,105.4,71,103.65,66.7,62,70.15,135.45,103.05,274.65,2.8
"ENSG00000164885",287.25,377.25,181.2,98.35,344.9,277.95,208.1,126,147.2,144.25,585.9,123.95,352.65,101.05,135.9,117.1,150.6,156.9,118.75,395.2,198.45,110,138.55,11.45
"ENSG00000105810",578.85,728.35,1789.4,760.2,482.55,453.35,896.15,527.45,909.55,670.95,747.5,965.45,588,544.65,354.8,753.35,605,555.9,343.35,557.4,1043.65,360.1,1005.25,23.95
"ENSG00000101213",213.2,322.45,417.2,156.15,154.55,208.3,194.95,97.1,291.45,117.1,90.5,286.95,290.2,173.8,238.6,184.05,294.35,299.9,175.6,185.35,444.3,205.75,368.3,8.6
"ENSG00000175104",450.8,239,93.2,250.6,263.9,341,64.6,197.1,86.5,396.2,296.3,62.6,546,363.7,378.7,253.9,154.7,487.3,281.5,49.8,303.2,512.8,98.1,2.6
"ENSG00000213949",633.8,463.1,603.4,264.3,423.55,484.8,486.1,419.15,741,802.7,623.15,370.15,812.75,502,434.2,838.7,367.7,507.1,520.6,575.85,542.65,363.1,325.75,32.2
"ENSG00000171680",1232.6,1521,1429.9,838,420.3,433.1,704.7,802.3,1128.5,1563.9,983.6,706,1410.7,1056.1,663.8,191.5,330.6,624.1,1221.7,463,1249.6,474.6,476.2,30.2
"ENSG00000169372",1330.55,1959.85,2442.75,2096.6,1792.95,1984.45,2569.3,1840.1,1812.5,1893.25,1992.7,1899.15,2097.5,2892.4,2780.55,2726.6,1684.25,3548.75,3003.35,2087.5,3482.45,2447.55,2462.2,54.35
"ENSG00000100577",884.8,544.1,464.2,896.2,680,701.7,831.1,890.4,654.5,401.4,501.4,752.6,1463.8,721.2,1058.5,1013.7,959.1,1211.2,709.6,1239.3,1032.4,1069.4,854.7,36.2
"ENSG00000135250",558.7,513.15,501.1,271.55,279.95,485.85,393.05,405.3,489.9,337.7,379.8,402.85,242,537.5,258.45,443,286.8,401.35,256.55,257.55,341.35,313.65,355.35,11
"ENSG00000171855",34.2,17.1,33.4,19.3,8.9,25.6,33.1,93.8,39.1,14.6,56.4,58.3,23.6,53.2,25,20.3,10.4,28,38.9,19.4,14.6,19.5,56,0.6
"ENSG00000166501",410.1,135.2,254.7,261.65,223.1,257.65,381.4,215.4,418.9,223.85,142.55,167.8,234.95,273.55,285.9,260.5,195.8,164.1,155.15,149.2,264.15,341,222.45,6.5
"ENSG00000160113",1752,1928.4,1676.7,1212.3,1261.65,1558.15,2308.45,2001.95,1414.2,1150.05,2098.5,2116.05,2802.95,1746.55,2222.25,2651,2015.5,2748.8,1963.8,3444.2,1866.8,1279.9,1584.3,59.65
"ENSG00000168310",753.45,753.3,391.95,403.7,379.8,404.85,824.75,511.45,621.85,304.65,439.8,467.9,1178.7,709.65,543.95,862.9,640.05,704.75,608.5,1042.8,649.1,645.35,705.3,34.1
"ENSG00000125618",3243.25,3136.7,5606.95,3543.8,1902.15,2745.4,4087.3,2889.75,2980.9,2478.7,3308.95,4069.95,3909.95,3747.35,2515.45,3438.15,4008.1,4075.25,3386.15,3576.1,4291.95,3920.2,3048.75,83.75
"ENSG00000111540",1417.25,1683.6,1641.6,1361.65,1423.25,1760.1,1708.45,1270.15,2208.95,2051,1837.75,2732,1624.2,1999.05,1708,1953.65,1736.7,1776.1,1652.85,1657.2,1582.25,2651.65,2875.25,71.65
"ENSG00000059758",378.7,399.9,267.5,336.8,437.65,329.05,367.8,305.9,258.95,264.5,396,282,302.7,442.45,357.85,301.7,284.9,159.05,340.5,224.1,264.35,421,456.95,3.9
"ENSG00000117266",831.1,464.4,705.2,432.6,213.7,778,1113.5,722.9,533.8,173.2,567.5,690.7,368,376.7,444.5,956.2,424.9,523.4,411.1,767.6,646.5,478.9,219,15.7
"ENSG00000102225",4953.8,5398.8,2763.3,2647.3,3198.4,4708.1,4340.6,5097,3044.7,1631.1,4497.5,3296.1,5154.8,3436.9,5491.3,5624.7,4237,4649.8,4024.5,7357.5,4930.1,2231.9,4155.6,205
"ENSG00000151694",321.6,213.8,52.8,164,285.3,265.5,490.2,385.2,618.7,507.5,104.7,546.1,243.7,286,308.2,290.2,149.7,133.6,339.6,132.6,281.1,38.6,208,2.1
"ENSG00000150527",1575,2375.95,2478.85,2324.5,2716,2375.3,2268,2203.3,1459.8,1872.5,2579.2,2396.45,2829.45,2504.95,3083.55,3105.05,1435.45,4061.15,2458.8,2311.95,3688.9,2922.8,2787.8,59.6
"ENSG00000014914",889.65,577.2,775.55,585.75,776.5,848.7,922.2,841.8,895.6,761.05,639.5,510.3,650.25,631.65,518.05,455,473.35,543,715.3,558.35,710.55,628.95,394,22.3
"ENSG00000146143",459.95,224.7,393.85,236,320.2,269,416.95,231.9,244.4,396.45,298.2,418.95,450.7,320.05,291.45,429.6,231.8,283.5,302.3,343.85,252.95,168.5,389.25,10.55
"ENSG00000119048",508.6,367.2,566,516.5,394.2,458.2,579,444.1,591.1,648.6,570.5,361.4,733.8,829.7,755.2,865.2,580.9,526.2,543.2,224.6,794.5,814.2,1120.5,21.9
"ENSG00000146678",238.3,209.2,164,299.6,117.7,137.1,407.9,269.9,416.6,125.9,121.9,103.1,371.1,264.8,237.2,100.9,19.6,288.5,216.1,90.3,136,223.6,698.1,11.1
"ENSG00000167601",2028.4,1326.2,485.1,971.7,1577.6,1411.7,1330.9,1109.8,1195.9,900.7,918.4,833.5,888.4,687.9,506.2,681,979,363.3,962,610.2,446.5,457.5,756.7,25
"ENSG00000044524",56.7,417.6,248.7,43.9,30.4,234.3,71.1,65.5,377.6,75.8,68,331.3,67.6,22.1,108.1,219.6,65.9,61.7,64,231.3,52.6,58.8,91.5,14.3
"ENSG00000164924",4219.4,2697.8,2062.5,851.7,1303.8,3149.7,1797.5,1179.4,973.9,1350.7,2763.6,1266.7,3363.7,1835.5,2708,2550.2,3539.8,1840.2,1417.5,1799,1594.2,1885.7,2328.1,121.2
"ENSG00000196712",257.45,168.9,334.7,246.3,160.15,71.75,150.8,303.9,190.45,68.45,236.55,161.85,261.6,188.5,85.65,246.95,151.4,154.05,247.6,223.2,319.1,191.65,127.8,5.8
"ENSG00000137331",900.4,871.8,748,1009.8,1619,1085.9,843.4,1749.8,1579.7,2247.8,866.2,972.3,761.3,686.1,653.8,767.5,939.2,682.9,730.9,780.2,820.9,1297.2,1819.6,13.8
"ENSG00000050748",850.6,1285.7,1311.35,1024.7,1343.5,919,1113.75,1390.1,477.4,853.25,1069.3,934.85,2069.1,641.65,889.05,1569.4,1187.1,805.35,816,904,745.8,637.9,1057.4,41.3
"ENSG00000106144",279.3,553.45,299.3,322.05,167.8,194.1,522.05,251.05,354.7,198.5,269.1,141.15,292.2,285.85,161.3,309.2,150,368.25,393.65,172.5,250.8,245.2,344.3,10.15
"ENSG00000184304",569.6,537,501.1,248.7,235.5,231.7,404.3,384.1,474.3,296.6,186.9,556.4,422.5,629.2,153.3,518,553.1,434.7,329.6,643.8,390.9,388.2,372.7,14.6
"ENSG00000184007",5540.5,4848.5,4568.45,6364.95,7384.45,5741.4,3676.25,8835.9,6893.3,7318.35,7860.75,7561.35,7210,5087.95,8065,5708.3,5481.85,7678.35,7448.45,7285.8,9573.2,6945.75,6671.1,280.3
"ENSG00000105722",1791,560.3,566.15,320.4,724.05,617.85,1375.45,811.5,1419.1,1482.4,766.85,517.45,561,675.5,109.3,639.15,620.4,762.75,866.15,962.05,425.15,349.7,601.65,5.45
"ENSG00000134574",1367.9,1046.6,1300.9,1218.3,1053.5,1089.8,1238.2,1188.3,1242.2,946.6,1090.9,1369.8,926,937.9,1106,741.2,988.9,896.9,927.2,1338.3,719.4,908.3,1228.5,31.1
"ENSG00000170581",605.35,831.45,503.4,457.25,392.2,403.05,713.85,484,824.3,576.75,438.6,771.05,828.8,522.75,446.35,741.3,486.1,616.05,499,612.35,700.2,416.1,605.35,29.95
"ENSG00000180370",281.9,434.7,188.8,144.9,186,280.5,412.8,159.5,150.8,235.8,52.7,81.7,487.6,423.3,250.4,402,510.1,127.4,188,378.2,234.5,239.7,365.2,15.7
"ENSG00000105426",84.1,121.4,147.4,157.8,59.7,70.8,190.2,121.3,148,150.9,101.9,139.7,140.5,105.6,137.4,111.6,169.8,144.4,62.7,111.2,204.2,208.2,220.7,5.7
"ENSG00000163882",1874.1,1930.45,1731.8,1845.45,1609.55,1681.45,1465.85,1815,1863.5,2245.25,1914.55,1797.7,1462.7,1100.85,1502.75,1441.65,1450.8,1929,1941.75,1529,1448.65,1358.45,1667.25,65.1
"ENSG00000109458",358.7,332.1,264.9,199.5,157.1,293.9,233.4,273.6,131.9,242.4,218.1,166.2,626.7,298.2,335.5,766.9,382.2,437.4,400.6,352.5,370.2,139.4,312.8,9.6
"ENSG00000253729",1197.1,1368.5,733.8,995.4,1296.6,963.1,772.2,862.5,1082.1,909.7,794.4,961.4,1013.7,880.4,956.4,1071.8,1150.3,975.1,1051,932.9,841.6,755.5,846,30.5
"ENSG00000076864",819,1449.25,1018.5,1117.95,697.05,601.5,1492.45,752.4,882.05,434.3,960.3,1105.3,1772.45,883.25,532.65,775.7,1183,815.4,818.2,934.3,652.15,1325.5,559.65,40.15
"ENSG00000129625",6148.8,3299.3,10353.1,10157.2,9614.3,6222.6,4436,8570.8,6679.9,6794.2,4139.1,5667.1,5233.6,6584,8511.4,5722.5,3403.8,7540.1,6649.9,2969.8,7353.2,8339.2,8082.4,161.4
"ENSG00000082701",498.35,260.2,1034.25,426.8,396.4,377.1,651.75,494.95,682.55,756.35,812.3,1144.6,527.45,506.95,389.55,538.25,569.45,331.5,528.05,449.8,451.95,447,393.8,88.35
"ENSG00000048545",537.8,520.3,1355.95,692.2,275.5,431.5,767.85,540.7,922.3,740.9,421.75,1196.35,544.85,584.5,512.15,573.85,626.85,680.1,607.75,757.65,955.4,699.9,516.65,18.5
"ENSG00000153707",423,281.8,422,534.2,379.5,805.3,411.8,283.7,549.8,829.9,577.6,612.3,285.7,341.3,315.1,376.1,188.2,358.9,290,102.2,303.7,263.3,199.9,15.8
"ENSG00000116260",931.5,445.9,658.7,307.6,302.4,280.6,587.2,648.4,773.8,371.5,693.8,669.9,887,364.9,348.1,551.8,447.6,682.8,241.9,633.8,543.6,365.3,714.8,29.6
"ENSG00000175595",294.5,508.5,369.8,243.9,210.4,217,367,392,314.6,378.4,503.6,436.9,604.2,476.8,247.9,511.8,352.2,117.7,574.8,358.8,357.1,324.9,689.3,20.2
"ENSG00000167377",693,649.05,213.35,775.2,388.7,477.85,776.7,518.9,574.1,595.55,522.9,331.9,655.95,508.95,488.7,534.45,510.75,376.75,458.15,397.15,467.8,530.2,532.1,15.75
"ENSG00000174156",104.1,50.1,28.4,58.7,14.5,65.9,127.6,42.2,86,106.4,20.1,82.4,101.7,66.1,138.5,36.1,55.5,51.9,30.6,200.6,60.5,132.3,32.2,2.2
"ENSG00000244067",205.4,85.65,110.05,63.9,36.45,68,77.8,97.65,85.45,104.65,61.85,57,220.5,381.85,60,80.35,81.15,554.9,97.3,224.6,81.9,74.35,83.2,6.1
"ENSG00000092969",405.55,355.95,303,285.4,159.35,329.85,434.8,628.1,326.3,152.6,267.25,300.45,463.05,161.35,283.55,456.05,432.3,227.45,249.7,191.95,61.8,271.35,277.4,21.35
"ENSG00000164399",522.5,729.8,858.2,183.1,91.6,452.1,873.8,493.7,772.9,993.2,520,755.9,862.3,342.8,453.1,585.3,481.9,425.1,870.9,621.3,664.5,427.5,168.6,14.3
"ENSG00000175354",188.1,140.1,186.2,115.5,132.1,87.6,162.9,112.4,142.8,124.3,113.5,299.5,189.2,157.6,119.2,112.6,80,112,83.1,200.9,131.2,59.2,72.6,3.2
"ENSG00000182866",724.3,460.4,315.8,467.3,238.3,245.5,274.6,247.6,284.7,308.9,377.6,480,154.2,157.4,149.7,293.2,178.9,227.9,173.9,451.8,698.4,168.6,114.8,7.2
"ENSG00000027075",1096,1084.8,415.5,448.6,493.3,671.9,918.5,469.7,100.8,558.5,986.6,255.8,991.6,866.3,700.2,994.5,1141.5,584.8,1141.2,518.9,1006.6,337.5,279.1,6.6
"ENSG00000130985",10963.3,10663.1,7093.2,5603.5,5044.7,9978.2,10709.8,9229.9,7760.8,4623.9,9282.4,8540.1,12226.5,7866.5,11992.8,10275.8,9877.5,10545.1,10051.9,16791.1,11013.5,7179.4,9501.6,406.5
"ENSG00000145675",241.05,422.5,492.85,284.3,240.55,254.75,256.25,267.55,539.7,589.15,414.95,466.25,513.35,552.35,361.1,754.4,487,352.05,496.05,195.2,434.8,502.45,715.95,20.75
"ENSG00000157965",115.5,11.5,5.3,6.3,33.1,37.9,3.6,3.4,76.8,4.7,42.9,11.5,9.9,5.8,68.6,3.6,4.7,19.4,113.3,56.7,9.6,56.5,77.4,0.2
"ENSG00000130741",205.85,225.8,150.5,61.8,62.9,435.75,341.4,166,219.65,94.4,552.05,239,541.75,316.2,128.9,968.6,353.8,302.4,342.05,313.75,161.4,610.25,691.15,17.95
"ENSG00000099804",1355.35,1308.25,870.7,747.2,691.9,885.5,1272.1,1023.1,1257,651.35,1557.55,1439.9,1983.7,828.05,993,1524.25,1053.85,1131.85,1161.15,1929.05,1065.9,1061.2,1023,45.6
"ENSG00000164219",898.95,2271.4,976.05,662.65,678.2,584.85,641.25,569,255.4,747.5,306,229.4,651.4,498,802.4,833.1,262.05,610.85,723.5,958.2,650.3,839.85,319.3,29.5
"ENSG00000157110",691,264.3,576.5,425.5,580.3,572.3,601.2,319.7,419.9,956.6,478.2,494.9,427.2,544.7,339.9,579.2,441.3,293,676.2,372.7,282.6,361.3,406,12.5
"ENSG00000130762",249,1352.5,421.4,496.2,332.6,529.8,427.1,747.5,1062.1,241.4,736.4,682.1,503.5,965.4,829.9,624.4,765.3,489.3,963.5,350.3,238.5,598.9,573.5,18.2
